currency,financial_statement_item,fs_item_description,consunit,cu_name,plant,plant_name,outlet,outlet_name,py,lfc,fc,plan,ytd_pm,ytd,ytd_plan,ytd_py,period,period_plan,period_py,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10,period_11,period_12,division,bu,new_outlet,new_outlet_name
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7521,PL MES,13809428.884,22303597.484,23046274.243,22588074.126,18191762.866,18426404.833,22585323.747,13133704.036,234641.967,-24600.076,217186.562,0.0,-3175980.236,2992747.036,-1478104.32,-1335310.449,1037656.515,-316767.422,584331.122,560918.984,234641.967,0,0,P,SC,7521,PL MES
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7721,PL HVD,11449600.437,123392427.484,121825018.349,102255304.117,94989246.805,94989256.21,101840633.023,11449600.437,9.405,-454798.953,11449600.437,0.0,37044499.84,25987.896,337444.848,2153929.821,530464.224,931281.082,1378263.398,820095.312,9.405,0,0,E,DS,7721,PL HVD
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7811,PL ENC,264376115.023,355616674.468,353296312.774,288783041.313,355628386.624,356308501.181,285717104.701,255324618.941,680114.557,1948392.676,60777.429,0.0,-118618534.488,13755914.788,23748508.482,18737239.332,9350543.73,5496046.946,-12490314.85,5258545.176,680114.557,0,0,E,CT,7811,PL ENC
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7821,PL DTC,259730470.303,240415607.516,240265448.99,249521521.949,249643825.112,247109676.756,249546461.173,264377749.567,-2534148.356,346510.136,4072350.525,0.0,33058775.356,-9547017.928,4998761.742,-3098408.721,4330107.597,37691.474,573329.06,1361978.456,-2534148.356,0,0,E,CT,7821,PL DTC
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,1904094.499,1920274.092,70912.489,893019.187,893019.187,72919.817,0,0,-652.17,0,0.0,-406788.64,1844.792,-769.533,37046.478,1441.308,195000.48,54239.174,124063.288,0,0,0,E,CT,7831,PL VBC
LC,CO-151000000,OA assets statistical item,698,VT Korea,242,ICH Icheon,7851,PL MTC,143296224.194,278470567.239,278658258.66,242162383.265,280018950.401,275186493.278,238575418.783,137974066.559,-4832457.123,6607313.746,1319098.621,0.0,81598252.568,38550473.096,16567978.554,1131689.427,7748256.624,15789833.136,672865.13,17671305.174,-4832457.123,0,0,E,CT,7851,PL MTC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7110,CGF,5339283.949,8208937.881,8346707.168,14589724.598,7191306.681,7191306.681,14629984.59,5535107.543,0,-18096.996,-13435.963,0.0,2106217.176,-38775.472,75843.888,433507.599,39562.752,131564.426,471959.6,687408.464,0,0,0,VT,VT,7110,CGF
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,1904914.674,1902709.482,154125.624,1905164.033,1905164.033,159868.558,0,0,-2035.473,0,0.0,-754524.932,135636.272,217549.227,205840.305,-11371.521,34110.1,-10774.034,-20784.572,0,0,0,P,Div,7210,DIV P C
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,36060485.649,3111561.484,3106207.855,33467314.372,2576661.714,2576661.714,33496280.334,35118319.048,0,-12449.981,1165429.405,0.0,-47652232.032,-1052953.024,-8747.019,206355.288,286862.799,-99832.114,-52003.81,134943.918,0,0,0,E,Div,7220,DIV E C
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,47250791.131,45353539.205,45333395.785,33615095.152,45036887.884,45036887.884,33907137.975,45452211.235,0,-116281.593,117399.93,0.0,200956.24,-271293.576,172811.181,1054326.12,-516849.711,275197.52,-83008.358,181753.796,0,0,0,E,Div,7221,DIV E Eng.
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,-2911292.38,5052721.775,5055833.042,-8143056.647,4970176.349,4970176.349,-8301155.605,-2911315.505,0,-53167.021,-237506.363,0.0,3119004.184,259215.832,1275768.336,-195186.09,174091.221,-99809.64,1775828.794,-4047504.52,0,0,0,P,AC,7321,PL DAC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7431,PL CM CCN,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,HT,7431,PL CM CCN
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,1084605.911,1083104.892,89261.346,1072705.296,1072705.296,94253.194,0,0,-1924.873,0,0.0,-505282.024,1884.336,-704.631,60645.471,2732.526,29949.142,-653.678,45850.158,0,0,0,P,SC,7511,PL EES
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,960400.14,958899.121,117536.357,966210.219,966210.219,116369.149,0,0,156.849,0,0.0,-656353.596,1884.336,-188.061,60829.02,30525.606,31290.33,1656.98,58281.608,0,0,0,P,SC,7521,PL MES
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,7597209.448,1615783.819,10066891.065,2130906.502,2130906.502,10068898.393,0,0,-652.17,0,0.0,145742.756,369162.008,188565.477,37398.045,1685.058,18468.636,244668.422,238274.26,0,0,0,E,DS,7721,PL HVD
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,4592795.132,35409591.447,36723768.936,28830393.461,32040918.51,32040918.51,25601732.613,4245831.964,0,2065567.309,60538.495,0.0,22181576.644,3056167.864,9616933.236,-6284982.096,447400.098,2139226.866,289351.768,-2871395.31,0,0,0,E,CT,7811,PL ENC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,-7239756.17,8105784.62,9124187.245,-19376354.41,7440614.314,7440614.314,-20139502.082,-7239813.676,0,228677.83,-590627.098,0.0,-1760368.7,-670521.968,1319480.172,381917.619,-744779.733,-16698.366,13511.054,-315518.376,0,0,0,E,CT,7821,PL DTC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7831,PL VBC,0,2718485.4,3163734.518,3614603.55,2416000.0,2416000.0,3212980.934,0,0,803245.234,0,0,1444000.0,972000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,E,CT,7831,PL VBC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,374963.062,570478.161,569552.532,381933.277,562834.978,562834.978,383940.605,346636.443,0,-652.17,4942.454,0.0,-410257.244,1162.008,-434.523,37398.045,1685.058,18468.636,-403.102,28274.26,0,0,0,E,CT,7841,PL CEC
LC,CO-151000000,OA assets statistical item,698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,16641016.049,19511286.443,22635275.351,8578570.977,23065524.139,23065524.139,5859346.837,6973310.725,0,776842.535,3355672.17,0.0,-37293567.408,4620235.076,-14516474.673,-2537855.622,2070131.466,10887413.284,1781547.75,928276.654,0,0,0,E,CT,7851,PL MTC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,219,Sejong,7521,PL MES,9028800.0,6353600.0,6353600.0,6353600.011,6520800.0,6520800.0,6465066.676,9140266.667,0,-55733.333,-55733.333,0.0,-445866.668,-222933.332,-167199.999,-167200.002,-167199.999,-111466.666,-111466.668,-111466.666,0,0,0,P,SC,7521,PL MES
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7311,PL EAC,6098149.972,3244409.224,3242192.934,10533250.417,3075485.729,3075485.729,10485154.654,6278455.513,0,-7778.032,-11403.581,0.0,1410514.288,-12097.216,-17986.068,134815.017,-7293.06,59065.346,-13727.338,110673.932,0,0,0,P,AC,7311,PL EAC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7411,PL HYD,1640380.858,3050196.998,3045293.674,1660018.904,3000022.646,3000022.646,1670919.805,1412405.66,0,-3585.002,2944.432,0.0,247758.82,9372.5,-4867.689,196283.529,6806.256,89870.998,-7185.914,158682.562,0,0,0,P,HT,7411,PL HYD
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,55666575.144,44870640.151,44847350.11,52525752.035,43910540.011,43910540.011,53066763.105,56110436.141,0,-260122.035,32631.057,0.0,-5292556.972,-935005.888,-769078.392,366089.517,-4316114.862,1786068.862,1285273.72,-3103845.41,0,0,0,P,HT,7431,PL CM CCN
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,12956372.928,11369745.307,11359513.369,11430734.672,10048057.025,10048057.025,11594488.904,13233223.514,0,-77991.616,214995.531,0.0,2456083.092,-115468.204,-223420.482,200567.85,-4351419.291,1083536.076,1081739.33,-2070170.066,0,0,0,P,HT,7432,PL CM CVS
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,63274625.339,45648288.146,45422952.472,48009032.624,42084887.926,42084887.926,48427909.998,65354576.916,0,-197611.187,2713126.052,0.0,3961977.748,-1066930.812,-762346.218,-517260.315,-10292083.929,3063099.342,1089938.066,-9051770.684,0,0,0,P,HT,7436,PL CM PSS
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7521,PL MES,6122840.299,5934572.133,5929168.469,9122375.932,5883197.798,5883197.798,9163654.356,6202822.825,0,-18587.212,-9280.566,0.0,587336.828,-37710.256,-125321.487,178781.376,-27908.349,75328.428,-31274.668,151519.174,0,0,0,P,SC,7521,PL MES
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7721,PL HVD,11449600.437,123392332.179,121824923.044,102255304.117,94989069.585,94989069.585,101840633.023,11449600.437,0,-454798.953,11449600.437,0.0,37050032.104,25987.896,336843.069,2154381.153,530464.227,922888.22,1373570.344,833080.936,0,0,0,E,DS,7721,PL HVD
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7811,PL ENC,109661579.961,108105783.452,108079623.003,142654305.836,107344832.543,107344832.543,142921147.376,106688731.551,0,400158.409,43526.869,0.0,-43649502.888,-4204295.604,-406861.653,838262.406,-1312775.298,525579.47,-392236.28,1607679.034,0,0,0,E,CT,7811,PL ENC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7821,PL DTC,145766707.982,102061167.632,102030062.533,156660629.772,103420345.62,103420345.62,157811952.58,146132749.0,0,-116877.876,-526022.797,0.0,-1710086.14,-1655772.248,-1731869.811,-351060.036,-1412770.467,-514449.438,-754346.542,-25799.318,0,0,0,E,CT,7821,PL DTC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,1904002.38,1920181.973,70912.489,892869.11,892869.11,72919.817,0,0,-652.17,0,0.0,-405966.576,1844.792,-858.951,37113.543,1344.828,193753.35,53541.812,125965.636,0,0,0,E,CT,7831,PL VBC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,242,ICH Icheon,7851,PL MTC,89711446.221,181669788.437,179904211.186,151106355.645,177635971.839,177635971.839,149589802.17,86507151.559,0,120002.925,1312034.153,0.0,31645506.872,17836165.616,6914136.531,2509488.54,-59504.856,7504136.446,9248155.79,1854611.712,0,0,0,E,CT,7851,PL MTC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7110,CGF,5313363.739,8060069.692,8197838.979,14589724.598,6958669.641,6958669.641,14629984.59,5508208.467,0,-18096.996,-11131.243,0.0,2121789.04,-45915.196,59761.776,228740.223,75838.128,76854.67,474712.38,698451.78,0,0,0,VT,VT,7110,CGF
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,1904881.007,1902675.815,154125.624,1905101.421,1905101.421,159868.558,0,0,-2035.473,0,0.0,-752569.756,135636.276,217336.554,205999.812,-11371.521,31143.948,-12432.622,-16195.278,0,0,0,P,Div,7210,DIV P C
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,15637792.216,4161749.239,4156395.61,33467314.372,3984716.031,3984716.031,33496280.334,17280401.138,0,-12449.981,677261.313,0.0,-8026545.588,53644.164,-25720.35,206986.395,232452.036,-107035.838,-8964.16,146104.252,0,0,0,E,Div,7220,DIV E C
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,47178542.131,45353051.934,45332935.55,33435449.422,45036101.036,45036101.036,33680917.426,45371700.659,0,-102974.502,115542.822,0.0,215934.972,-271293.58,-33729.894,1055593.068,-311987.046,252243.544,-95843.584,217268.692,0,0,0,E,Div,7221,DIV E Eng.
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,-4177447.441,3383672.304,3380845.387,-9940516.643,3545197.192,3545197.192,-9933955.601,-4229040.261,0,-2207.021,80814.876,0.0,2457493.832,259215.832,-2257849.893,78170.718,160896.501,52428.91,-3527.37,92077.702,0,0,0,P,AC,7321,PL DAC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7431,PL CM CCN,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,HT,7431,PL CM CCN
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,1084582.947,1083081.928,89261.346,1072662.594,1072662.594,94253.194,0,0,-1924.873,0,0.0,-503948.956,1884.336,-849.636,60754.227,2732.523,27926.766,-1784.534,48979.224,0,0,0,P,SC,7511,PL EES
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,931151.797,929650.778,111555.857,919360.277,919360.277,115040.149,0,0,-1172.151,0,0.0,-663948.956,1884.336,6363.255,60625.425,2603.721,27840.898,-1870.402,48893.356,0,0,0,P,SC,7521,PL MES
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,1293159.509,1292233.88,70912.489,1483808.625,1483808.625,72919.817,0,0,-652.17,0,0.0,146564.82,369162.008,188476.059,37465.11,1685.058,17221.506,-403100.464,240203.852,0,0,0,E,DS,7721,PL HVD
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,3305109.769,14927949.77,16648242.09,10484500.549,20662976.769,20662976.769,10486507.877,3568636.697,0,-652.17,21361.013,0.0,12069181.576,1293162.008,1415476.059,2833465.11,2374685.058,-1302778.494,1602899.536,408203.852,0,0,0,E,CT,7811,PL ENC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,-10388410.691,5794461.162,5786284.509,-23003591.943,7030549.049,7030549.049,-23001584.615,-10516710.905,0,-652.17,200969.161,0.0,-619928.816,1162.008,287476.059,250465.11,115685.058,-320778.494,130899.536,118203.852,0,0,0,E,CT,7821,PL DTC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7831,PL VBC,0,1812000.0,1818189.619,0,2416000.0,2416000.0,0,0,0,0,0,0,1444000.0,972000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,E,CT,7831,PL VBC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,269834.391,570463.984,569538.355,381933.277,562808.625,562808.625,383940.605,291349.145,0,-652.17,1743.946,0.0,-409435.18,1162.008,-523.941,37465.11,1685.058,17221.506,-1100.464,30203.852,0,0,0,E,CT,7841,PL CEC
LC,CO-151110000,OA other assets statistical item,698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,463896.791,570159.509,569233.88,70912.489,562808.625,562808.625,72919.817,491391.211,0,-652.17,24079.17,0.0,-409435.18,1162.008,-523.941,54030.753,-14880.585,17221.506,-1100.464,30203.852,0,0,0,E,CT,7851,PL MTC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,219,Sejong,7521,PL MES,411924.923,8997.435,8997.435,0.0,11996.58,62786.24,0.0,423006.411,50789.66,0,-1176.807,0.0,-203568.388,409.748,0.0,0.0,0.0,0.0,0.0,0.0,50789.66,0,0,P,SC,7521,PL MES
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7311,PL EAC,3188429.189,3195154.243,3195154.243,935003.846,3655882.869,3746517.458,917490.887,3173069.631,90634.589,-14485.593,-72023.888,0.0,254264.416,-394673.432,-238692.939,-105188.235,-94911.741,-12424.492,201079.026,-7190.594,90634.589,0,0,P,AC,7311,PL EAC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7411,PL HYD,17498330.073,14555159.488,14004731.158,11908919.259,12957824.504,14865423.213,11853871.274,17391638.764,1907598.709,58808.36,-24544.601,0.0,141256.408,-2303814.548,1160628.93,967660.014,150992.832,-1499628.648,-2673738.646,-80072.238,1907598.709,0,0,P,HT,7411,PL HYD
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,20753850.196,26211718.089,26086928.86,17890160.35,25693247.646,24181545.35,18063778.147,21369849.212,-1511702.296,-47122.191,479387.877,0.0,2445339.552,-709859.076,2700002.745,-1188334.461,2094195.984,-626567.336,-387479.09,765801.268,-1511702.296,0,0,P,HT,7431,PL CM CCN
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,7755043.545,9020663.031,8938567.819,6921447.327,8141728.396,8291102.428,6956124.97,7362581.821,149374.032,-7825.542,103891.382,0.0,-2487451.62,528574.808,2579564.841,-602347.86,472284.621,-454573.658,75496.196,-573233.264,149374.032,0,0,P,HT,7432,PL CM CVS
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,39060820.751,38886747.625,36906749.163,21794505.722,36978877.002,39402551.415,22620696.471,39966895.3,2423674.413,-339834.384,-563981.922,0.0,8176485.432,-162966.672,1909309.341,-6979527.6,689664.543,-3998961.954,-758642.04,-1176135.068,2423674.413,0,0,P,HT,7436,PL CM PSS
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7521,PL MES,1879891.221,5768493.722,5891355.722,2655698.687,3214597.579,3449239.546,2655699.654,1300925.584,234641.967,19410.906,87349.02,0.0,-977647.884,-537295.332,48574.335,-206138.373,321124.233,-146677.45,-63973.686,389798.68,234641.967,0,0,P,SC,7521,PL MES
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0.0,0.0,0,0.0,9.405,0,0,9.405,0,0,0.0,-37.62,0,0,0,0,0,0,0,9.405,0,0,E,DS,7721,PL HVD
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7811,PL ENC,34391427.414,49254729.288,49024396.098,28287054.39,52897278.987,53577393.544,27602563.906,33385891.815,680114.557,305017.23,379965.396,0.0,-5229497.612,-1949658.584,3124151.418,-1787864.262,5748222.045,-2958322.518,1549985.25,-1085319.882,680114.557,0,0,E,CT,7811,PL ENC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7821,PL DTC,16338317.767,23890773.966,23771720.539,15573871.334,26517636.833,23983488.477,15569708.64,15930288.551,-2534148.356,122484.893,111900.1,0.0,8619300.8,-3205978.828,-304360.122,-1022265.207,136141.926,558987.992,1423385.698,1172917.638,-2534148.356,0,0,E,CT,7821,PL DTC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,77.942,77.942,0,123.724,123.724,0,0,0,0,0,0.0,-5.592,0,0,0,96.48,0.0,0.0,27.244,0,0,0,E,CT,7831,PL VBC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,242,ICH Icheon,7851,PL MTC,11924381.15,20368347.825,20146650.366,16831296.729,19554181.97,14721724.847,17326608.809,11559888.63,-4832457.123,1510474.279,132087.525,0.0,18019814.952,1143746.032,3107229.426,-2090150.073,-316022.541,414935.864,-509510.1,-289663.218,-4832457.123,0,0,E,CT,7851,PL MTC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7110,CGF,27.423,0.0,0.0,0,0.0,0.0,0,36.564,0,0,0.0,0.0,4.244,0,0,0,0,0,0,0,0,0,0,VT,VT,7110,CGF
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,-13.296,0,0,0,0,0,0,0,0,0,0,P,Div,7210,DIV P C
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,26.175,0.0,0.0,0,0.0,0.0,0,34.9,0,0,0.0,0,2.568,0,0,0,0,0,0,0,0,0,0,E,Div,7220,DIV E C
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,113.937,0.0,0.0,0,0.0,0.0,0,151.916,0,0,0.0,0.0,48.796,0,0,0,0,0,0,0,0,0,0,E,Div,7221,DIV E Eng.
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,4.353,0.0,0.0,0,0.0,0.0,0,5.804,0,0,0.0,0.0,-17.072,0,0,0,0,0,0,0,0,0,0,P,AC,7321,PL DAC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,-9.064,0,0,0,0,0,0,0,0,0,0,P,SC,7511,PL EES
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,-9.064,0,0,0,0,0,0,0,0,0,0,P,SC,7521,PL MES
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,-5.592,0,0,0,0,0,0,0,0,0,0,E,DS,7721,PL HVD
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,15.133,0.0,0.0,0,0.0,0.0,0,20.178,0,0,0.001,0.0,16.464,0,0,0,0,0,0,0,0,0,0,E,CT,7811,PL ENC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,10.827,0.0,0.0,0,0.0,0.0,0,14.436,0,0,0.0,0.0,14.652,0,0,0,0,0,0,0,0,0,0,E,CT,7821,PL DTC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,1.238,0.0,0.0,0,0.0,0.0,0,1.65,0,0,-0.001,0.0,-5.592,0,0,0,0,0,0,0,0,0,0,E,CT,7841,PL CEC
LC,CO-151160000,OA inventories statistical item,698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,-5.592,0,0,0,0,0,0,0,0,0,0,E,CT,7851,PL MTC
LC,CO-151210000,OA A/R operating statistical item,698,VT Korea,219,Sejong,7521,PL MES,11133527.442,5977465.495,4282309.532,2365105.677,4026390.553,4026390.553,2337563.481,10601926.195,0,-11594.196,-298152.288,0.0,-3960902.932,1745468.56,-1623807.288,-2322082.215,1966329.564,271133.696,572623.468,-1182882.872,0,0,0,P,SC,7521,PL MES
LC,CO-151210000,OA A/R operating statistical item,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151210000,OA A/R operating statistical item,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,CO-151210000,OA A/R operating statistical item,698,VT Korea,242,ICH Icheon,7311,PL EAC,918327.389,2044254.777,2185591.346,2796216.0,2322774.217,2322774.217,2741727.0,944155.845,0,-45186.0,-31133.121,0.0,-381683.828,287245.808,322204.98,-39605.817,1014823.584,301237.182,-412137.826,589102.162,0,0,0,P,AC,7311,PL EAC
LC,CO-151210000,OA A/R operating statistical item,698,VT Korea,242,ICH Icheon,7411,PL HYD,14481664.905,17544944.488,20757867.354,13926493.128,15686449.107,15686449.107,13938552.474,15544686.756,0,96977.13,346176.385,0.0,6523027.196,4615177.984,-5725255.032,-2303758.896,-363574.281,52510.926,1752869.822,-758080.844,0,0,0,P,HT,7411,PL HYD
