currency,financial_statement_item,fs_item_description,consunit,cu_name,plant,plant_name,outlet,outlet_name,py,lfc,fc,plan,ytd_pm,ytd,ytd_plan,ytd_py,period,period_plan,period_py,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10,period_11,period_12,division,bu,new_outlet,new_outlet_name
LC,306501100,Variable costs ICO,698,VT Korea,242,ICH Icheon,7811,PL ENC,-284980.338,-685225.176,-741664.292,0,-741664.292,-741664.292,0,-214425.671,0,0,-9123.944,0,-618097.09,-887.5,-53868.056,0.0,-7968.12,-59924.589,-326.4,-592.537,0,0,0,E,CT,7811,PL ENC
LC,306501100,Variable costs ICO,698,VT Korea,242,ICH Icheon,7821,PL DTC,-19670.066,-29341.127,-73786.367,0,-73791.477,-73791.477,0,-18656.07,0,0,-374.25,0,-673.225,-27324.427,-658.836,0.0,-684.639,-29381.83,-15068.52,0.0,0,0,0,E,CT,7821,PL DTC
LC,306501100,Variable costs ICO,698,VT Korea,242,ICH Icheon,7851,PL MTC,-98645.563,-45740.098,-148031.162,0,-148031.162,-148031.162,0,-74223.16,0,0,-3158.24,0,-5188.55,-2821.018,-6296.18,0.0,-2964.1,-29822.219,0.0,-100939.095,0,0,0,E,CT,7851,PL MTC
LC,306501600,Variable manufacturing costs,698,VT Korea,219,Sejong,7521,PL MES,-13974981.16,-7438810.016,-5023118.977,-3564757.916,-4415224.566,-4415224.566,-2973307.345,-12083218.122,0,-281654.832,-837239.079,0,-814707.198,-579021.59,-507272.698,-629051.02,-503726.27,-485166.163,-465995.336,-430284.291,0,0,0,P,SC,7521,PL MES
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7311,PL EAC,-2069854.987,-2350769.0,-2817786.332,-1926135.55,-2064502.382,-2064502.382,-1591199.104,-1719678.516,0,-148523.875,-192569.12,0,-247143.586,-166431.427,-176350.538,-473302.36,-331535.62,-13793.72,-305943.444,-350001.687,0,0,0,P,AC,7311,PL EAC
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7411,PL HYD,-17619522.344,-23767230.393,-21122543.537,-13681498.056,-14730220.11,-14730220.11,-11367828.831,-14701295.965,0,-1128870.448,-1389052.816,0,-3358415.564,-2147777.926,-1539211.492,-1739007.327,-1574072.089,-1110242.549,-1765997.748,-1495495.415,0,0,0,P,HT,7411,PL HYD
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-67561977.786,-70410711.202,-77847427.21,-66316889.704,-62137743.349,-62137743.349,-56830191.183,-54457044.03,0,-4986519.884,-5131184.888,0,-13613053.812,-7335434.108,-6150891.646,-7096287.235,-7049674.513,-7246761.818,-7023715.016,-6621925.201,0,0,0,P,HT,7431,PL CM CCN
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-28878038.921,-39328716.536,-38612614.598,-34773582.536,-28797006.126,-28797006.126,-28982976.524,-23641043.839,0,-2906141.244,-2515524.158,0,-5972793.211,-3492950.256,-3361591.68,-3545442.698,-3353476.928,-3250940.219,-2898159.36,-2921651.774,0,0,0,P,HT,7432,PL CM CVS
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,-124419331.427,-89729059.447,-82482671.93,-97400168.042,-84796052.212,-84796052.212,-92353351.371,-100203742.174,0,-2932868.49,-10281475.382,0,-22664056.24,-12009598.302,-10963121.598,-11201048.966,-9252943.684,-9178112.92,-4055858.261,-5471312.241,0,0,0,P,HT,7436,PL CM PSS
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7521,PL MES,-5977089.448,-15035582.57,-14920872.186,-11992454.185,-11487549.654,-11487549.654,-9966854.597,-4097130.966,0,-985878.638,-829471.928,0,-2385474.463,-1295692.239,-1373496.762,-1372385.394,-1272616.815,-1223452.451,-1239936.543,-1324494.987,0,0,0,P,SC,7521,PL MES
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0,0,0.0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,E,DS,7721,PL HVD
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7811,PL ENC,-116457233.625,-181815564.161,-176078954.547,-165489778.48,-127342534.067,-127342534.067,-135073172.794,-93806758.285,0,-13730935.279,-10734550.719,0,-24649278.178,-14501988.739,-14018057.747,-14679656.985,-15396254.664,-15702336.561,-13264660.969,-15130300.224,0,0,0,E,CT,7811,PL ENC
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7821,PL DTC,-72510873.44,-82279350.706,-83010441.847,-84722828.355,-66300015.097,-66300015.097,-70210019.798,-60534981.512,0,-6946915.023,-6513006.54,0,-14093440.758,-8284016.536,-7259860.824,-7834383.947,-7986049.546,-7312299.836,-6822055.702,-6707907.948,0,0,0,E,CT,7821,PL DTC
LC,306501600,Variable manufacturing costs,698,VT Korea,242,ICH Icheon,7851,PL MTC,-40311516.375,-110092952.85,-95661344.419,-105368782.762,-69805720.096,-69805720.096,-82521063.481,-32471084.492,0,-11913912.294,-3715750.44,0,-10979001.716,-7172674.88,-7424686.567,-9767615.317,-8919423.665,-9072695.837,-8399922.661,-8069699.453,0,0,0,E,CT,7851,PL MTC
LC,307000000,Other variable costs,698,VT Korea,219,Sejong,7521,PL MES,-0.036,0,0,0,-0.018,-0.018,0,-0.03,0,0,-0.003,0,-0.004,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0,0,0,P,SC,7521,PL MES
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7311,PL EAC,-143041.544,-205018.46,-261574.822,-205018.46,-196181.116,-196181.116,-169054.508,-105089.996,0,-16099.254,-16717.07,0,-61841.873,-17506.495,-16867.355,-21598.974,-20928.913,-17451.398,-18930.224,-21055.884,0,0,0,P,AC,7311,PL EAC
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7411,PL HYD,-199176.842,-347210.547,-366012.026,-182008.445,-244072.925,-244072.925,-155090.286,-168017.341,0,-13385.731,-15478.977,0,-37233.118,-29679.916,-18194.491,-32573.545,-38276.217,-41370.85,-30366.058,-16378.73,0,0,0,P,HT,7411,PL HYD
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-1609028.458,-1300945.028,-1556030.459,-1266522.961,-1212823.578,-1212823.578,-1076620.578,-1291129.922,0,-96396.279,-122488.909,0,-238765.768,-148219.638,-118949.853,-146699.023,-134394.671,-139324.416,-142692.132,-143778.077,0,0,0,P,HT,7431,PL CM CCN
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-595227.233,-455830.985,-451946.872,-428814.172,-353340.335,-353340.335,-357672.595,-471425.931,0,-35610.548,-53956.094,0,-72621.594,-44380.963,-39943.206,-42968.403,-41001.078,-40457.707,-36245.755,-35721.629,0,0,0,P,HT,7432,PL CM CVS
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,-2472807.261,-1697239.223,-1633880.603,-1805448.101,-1530626.635,-1530626.635,-1725327.258,-2025233.879,0,-46181.842,-230868.47,0,-456411.019,-233779.951,-192188.03,-207859.574,-175446.856,-154049.778,-64262.279,-46629.148,0,0,0,P,HT,7436,PL CM PSS
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7521,PL MES,-89980.365,-813207.29,-810258.351,-650565.833,-585359.201,-585359.201,-540603.47,-62845.036,0,-53442.928,-12328.62,0,-113273.648,-68323.317,-70679.485,-69092.792,-70067.256,-65149.766,-63703.826,-65069.111,0,0,0,P,SC,7521,PL MES
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0,-0.048,0,-0.036,-0.036,0,0,0,0,0,0,-0.008,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,0,0,0,E,DS,7721,PL HVD
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7811,PL ENC,-1779129.546,-2597939.531,-2541063.323,-1869444.127,-1541755.582,-1541755.582,-1524254.352,-1422096.919,0,-155298.238,-175601.719,0,-274857.203,-165581.365,-162287.702,-187874.227,-202242.32,-195115.379,-168129.27,-185668.116,0,0,0,E,CT,7811,PL ENC
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7821,PL DTC,-1271230.849,-1200571.066,-1213837.239,-1044678.823,-787578.309,-787578.309,-865866.847,-1057804.731,0,-85696.402,-113173.195,0,-168680.164,-99438.125,-86369.955,-92087.141,-95653.87,-89032.692,-77083.399,-79232.963,0,0,0,E,CT,7821,PL DTC
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,0,-0.031,0,-0.031,-0.031,0,0,0,0,0,0,-0.008,-0.004,-0.004,-0.003,-0.003,-0.003,-0.003,-0.003,0,0,0,E,CT,7831,PL VBC
LC,307000000,Other variable costs,698,VT Korea,242,ICH Icheon,7851,PL MTC,-615843.323,-1736984.127,-1447937.008,-1443270.214,-1065018.453,-1065018.453,-1160522.588,-492256.954,0,-146448.597,-60784.301,0,-171539.598,-105990.051,-107361.171,-140999.474,-131685.289,-156883.242,-121576.965,-128982.663,0,0,0,E,CT,7851,PL MTC
LC,307001600,OVC handling,698,VT Korea,219,Sejong,7521,PL MES,-0.024,0,0,0,-0.009,-0.009,0,-0.02,0,0,-0.002,0,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,P,SC,7521,PL MES
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7311,PL EAC,-89095.672,-105519.363,-125196.335,-105519.363,-93897.251,-93897.251,-87032.515,-65458.046,0,-8203.225,-10414.253,0,-24960.84,-9553.722,-8966.391,-11394.95,-10352.354,-8788.71,-9385.539,-10494.745,0,0,0,P,AC,7311,PL EAC
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7411,PL HYD,-144202.915,-253127.533,-265897.252,-138907.129,-177311.988,-177311.988,-117752.63,-121643.504,0,-10473.413,-11206.746,0,-27672.25,-22314.923,-14022.046,-22805.046,-26883.558,-28399.313,-22375.925,-12838.927,0,0,0,P,HT,7411,PL HYD
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-1017583.728,-599215.533,-714798.976,-595509.47,-557138.87,-557138.87,-507531.871,-816538.663,0,-45195.726,-77465.543,0,-109819.761,-69331.993,-53673.313,-66005.259,-63675.363,-65062.521,-65521.654,-64049.006,0,0,0,P,HT,7431,PL CM CCN
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-375098.911,-197843.826,-196925.466,-185378.893,-153959.933,-153959.933,-154586.63,-297082.367,0,-15428.62,-34001.808,0,-30852.534,-19724.609,-16856.207,-18960.888,-18169.943,-17641.433,-16009.973,-15744.346,0,0,0,P,HT,7432,PL CM CVS
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,-1650971.693,-1144148.985,-1108345.465,-1210293.664,-1038302.974,-1038302.974,-1153490.624,-1352149.608,0,-32910.825,-154139.898,0,-304940.007,-157299.171,-126628.187,-144520.875,-119840.156,-105102.711,-45970.602,-34001.265,0,0,0,P,HT,7436,PL CM PSS
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7521,PL MES,-53468.208,-625188.137,-624659.209,-500150.51,-451275.837,-451275.837,-415635.158,-37343.83,0,-41098.071,-7325.922,0,-86794.715,-52496.146,-54425.831,-52573.602,-54345.817,-49894.191,-49038.773,-51706.762,0,0,0,P,SC,7521,PL MES
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0,-0.024,0,-0.018,-0.018,0,0,0,0,0,0,-0.004,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0,0,0,E,DS,7721,PL HVD
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7811,PL ENC,-1121153.567,-1546498.775,-1511205.588,-1111784.343,-979721.401,-979721.401,-906889.843,-896162.417,0,-92330.149,-110658.886,0,-165642.822,-101790.083,-100324.402,-122869.921,-133802.629,-126481.098,-110051.935,-118758.511,0,0,0,E,CT,7811,PL ENC
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7821,PL DTC,-482035.602,-471462.825,-476595.003,-410177.489,-328870.726,-328870.726,-339951.621,-401107.102,0,-33641.678,-42913.994,0,-67596.271,-40748.547,-36262.869,-40087.805,-40574.376,-37965.535,-32761.481,-32873.842,0,0,0,E,CT,7821,PL DTC
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,0,-0.018,0,-0.018,-0.018,0,0,0,0,0,0,-0.004,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0,0,0,E,CT,7831,PL VBC
LC,307001600,OVC handling,698,VT Korea,242,ICH Icheon,7851,PL MTC,-388085.814,-1111077.945,-974766.185,-951537.509,-716981.449,-716981.449,-756091.528,-310205.427,0,-101546.358,-38304.426,0,-107289.862,-67731.551,-68505.235,-88335.437,-88762.212,-116410.264,-85591.773,-94355.115,0,0,0,E,CT,7851,PL MTC
LC,307002100,OVC freight,698,VT Korea,219,Sejong,7521,PL MES,-0.012,0,0,0,-0.009,-0.009,0,-0.01,0,0,-0.001,0,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,P,SC,7521,PL MES
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7311,PL EAC,-53945.872,-99499.097,-136378.487,-99499.097,-102283.865,-102283.865,-82021.993,-39631.95,0,-7896.029,-6302.817,0,-36881.033,-7952.773,-7900.964,-10204.024,-10576.559,-8662.688,-9544.685,-10561.139,0,0,0,P,AC,7311,PL EAC
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7411,PL HYD,-54973.927,-94083.014,-100114.774,-43101.316,-66760.937,-66760.937,-37337.656,-46373.837,0,-2912.318,-4272.231,0,-9560.868,-7364.993,-4172.445,-9768.499,-11392.659,-12971.537,-7990.133,-3539.803,0,0,0,P,HT,7411,PL HYD
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-591444.73,-701729.495,-841231.483,-671013.491,-655684.708,-655684.708,-569088.707,-474591.259,0,-51200.553,-45023.366,0,-128946.007,-78887.645,-65276.54,-80693.764,-70719.308,-74261.895,-77170.478,-79729.071,0,0,0,P,HT,7431,PL CM CCN
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-220128.322,-257987.159,-255021.406,-243435.279,-199380.402,-199380.402,-203085.965,-174343.564,0,-20181.928,-19954.286,0,-41769.06,-24656.354,-23086.999,-24007.515,-22831.135,-22816.274,-20235.782,-19977.283,0,0,0,P,HT,7432,PL CM CVS
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,-821835.568,-553090.238,-525535.138,-595154.437,-492323.661,-492323.661,-571836.634,-673084.271,0,-13271.017,-76728.572,0,-151471.012,-76480.78,-65559.843,-63338.699,-55606.7,-48947.067,-18291.677,-12627.883,0,0,0,P,HT,7436,PL CM PSS
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7521,PL MES,-36512.157,-188019.153,-185599.142,-150415.323,-134083.364,-134083.364,-124968.312,-25501.206,0,-12344.857,-5002.698,0,-26478.933,-15827.171,-16253.654,-16519.19,-15721.439,-15255.575,-14665.053,-13362.349,0,0,0,P,SC,7521,PL MES
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0,-0.024,0,-0.018,-0.018,0,0,0,0,0,0,-0.004,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0,0,0,E,DS,7721,PL HVD
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7811,PL ENC,-657975.979,-1051440.756,-1029857.735,-757659.784,-562034.181,-562034.181,-617364.509,-525934.502,0,-62968.089,-64942.833,0,-109214.381,-63791.282,-61963.3,-65004.306,-68439.691,-68634.281,-58077.335,-66909.605,0,0,0,E,CT,7811,PL ENC
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7821,PL DTC,-789195.247,-729108.241,-737242.236,-634501.334,-458707.583,-458707.583,-525915.226,-656697.629,0,-52054.724,-70259.201,0,-101083.893,-58689.578,-50107.086,-51999.336,-55079.494,-51067.157,-44321.918,-46359.121,0,0,0,E,CT,7821,PL DTC
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,0,-0.013,0,-0.013,-0.013,0,0,0,0,0,0,-0.004,-0.002,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,E,CT,7831,PL VBC
LC,307002100,OVC freight,698,VT Korea,242,ICH Icheon,7851,PL MTC,-227757.509,-625906.182,-473170.823,-491732.705,-348037.004,-348037.004,-404431.06,-182051.527,0,-44902.239,-22479.875,0,-64249.736,-38258.5,-38855.936,-52664.037,-42923.077,-40472.978,-35985.192,-34627.548,0,0,0,E,CT,7851,PL MTC
LC,307500000,Cost variations,698,VT Korea,219,Sejong,7521,PL MES,-182145.994,-1314889.578,-1792548.747,-32849.195,-1344279.88,-1344279.88,-27398.985,-86410.431,0,-2595.445,-125960.637,0,-44580.191,-1171030.936,10689.955,4199.978,-79620.316,-22298.223,-33817.898,-7822.249,0,0,0,P,SC,7521,PL MES
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7112,Spin-Off,0,-91608.805,-91608.805,0,-81983.649,-81983.649,0,0,0,0,0,0,0,0,0,0,0,0,-81983.649,0.0,0,0,0,VT,VT,7112,Spin-Off 
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7311,PL EAC,-751266.229,-157836.0,-130303.776,-45595.352,-26970.104,-26970.104,-37609.881,-634361.866,0,-3534.738,-225439.837,0,66269.282,9203.689,22106.953,-27618.346,-57795.388,16889.469,-27077.819,-28947.944,0,0,0,P,AC,7311,PL EAC
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7411,PL HYD,-739725.253,354089.989,360242.272,-78055.893,282170.458,282170.458,-64482.692,-549483.359,0,-6595.079,-55266.824,0,240882.83,7906.569,-107042.012,62934.59,-20288.934,23278.472,43991.472,30507.471,0,0,0,P,HT,7411,PL HYD
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-2679551.451,-2152706.24,-2153258.543,-239379.923,-813617.691,-813617.691,-204958.528,-1814642.325,0,-18074.817,-1095791.503,0,218779.272,-511654.469,129764.311,-239707.395,-48244.673,69925.421,-274658.541,-157821.617,0,0,0,P,HT,7431,PL CM CCN
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-3973023.429,-1287837.842,-1210956.815,-105866.961,-673285.315,-673285.315,-88233.467,-3173654.661,0,-8855.18,-864988.332,0,-122724.183,49510.519,-72940.256,-144731.619,-202092.255,23351.969,-90096.598,-113562.892,0,0,0,P,HT,7432,PL CM CVS
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,-22041005.216,-1740009.708,-2602111.19,-314392.477,-2902082.569,-2902082.569,-298587.611,-15294651.679,0,-9211.443,-2434139.32,0,86081.382,-417196.975,-865863.273,-587791.77,-76574.918,-69601.928,-380981.061,-590154.026,0,0,0,P,HT,7436,PL CM PSS
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7521,PL MES,-215903.106,280531.714,-37064.054,-426845.969,-88797.285,-88797.285,-354853.674,-213212.512,0,-35142.817,-72107.57,0,69645.694,-39267.105,76079.266,21504.547,-24066.534,18442.967,-33152.587,-177983.533,0,0,0,P,SC,7521,PL MES
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,-1983922.639,-1176794.384,-1983922.639,-716270.34,-716270.34,-1653268.87,0,0,-165326.887,0,0,-89684.271,-42848.463,-41807.617,-51688.514,-76326.07,-104192.429,-157986.421,-151736.555,0,0,0,E,DS,7721,PL HVD
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7811,PL ENC,-21753292.693,-8910246.555,-8916258.247,-1435678.528,-8181991.299,-8181991.299,-1171708.662,-17754362.695,0,-119185.02,-3744313.984,0,-261711.554,-2943818.42,-1304730.507,-1989190.571,-114614.18,-440325.486,-1658.117,-1125942.464,0,0,0,E,CT,7811,PL ENC
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7821,PL DTC,-8982401.287,-7846672.767,-6924950.558,-794796.785,-6095910.406,-6095910.406,-658653.384,-5811897.729,0,-65165.695,-1694000.384,0,-1297262.862,-2864924.122,-377216.48,-211768.565,-560277.588,-225993.806,-196635.686,-361831.297,0,0,0,E,CT,7821,PL DTC
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,0,-319.332,0,-319.332,-319.332,0,0,0,0,0,0,0.008,0.004,-306.074,0.003,-15.551,0.003,-0.454,2.729,0,0,0,E,CT,7831,PL VBC
LC,307500000,Cost variations,698,VT Korea,242,ICH Icheon,7851,PL MTC,-7576944.675,-929183.367,934360.921,-3037251.833,1111689.872,1111689.872,-2382946.253,-6169275.75,0,-340966.986,-1280010.479,0,-993089.178,80208.832,340960.128,440958.917,-569649.416,864777.21,730616.478,216906.901,0,0,0,E,CT,7851,PL MTC
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7110,CGF,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VT,VT,7110,CGF
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,5600.883,-5600.883,0,0,0,0,0,0,0,E,Div,7220,DIV E C
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,750.326,-750.326,0,0,0,0,0,0,0,E,Div,7221,DIV E Eng.
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,AC,7321,PL DAC
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,CT,7811,PL ENC
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,-0.001,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,CT,7821,PL DTC
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,CT,7841,PL CEC
LC,307500000,Cost variations,698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,215.802,-215.802,0,0,0,0,0,0,0,E,CT,7851,PL MTC
LC,308000000,Var. to raw material total,698,VT Korea,219,Sejong,7521,PL MES,-97648.431,-1266807.973,-1879566.415,0,-1409674.811,-1409674.811,0,-24084.591,0,0,-125853.924,0,-70332.932,-1180231.986,0.0,0.0,-85171.291,-25943.87,-37438.232,-10556.5,0,0,0,P,SC,7521,PL MES
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,7112,Spin-Off,0,-91608.805,-91608.805,0,-81983.649,-81983.649,0,0,0,0,0,0,0,0,0,0,0,0,-81983.649,0.0,0,0,0,VT,VT,7112,Spin-Off 
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,7311,PL EAC,-440006.245,11173.0,39161.908,0,75623.017,75623.017,0,-324073.658,0,0,-209434.027,0,80130.766,-9427.226,39557.612,-24684.366,-9754.769,36475.655,-12357.809,-24316.846,0,0,0,P,AC,7311,PL EAC
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,7411,PL HYD,-111207.605,149864.014,70807.173,0,130033.55,130033.55,0,-64704.665,0,0,-21269.593,0,175820.175,-46188.207,-22435.664,28440.52,-68101.816,4533.963,40854.478,17110.101,0,0,0,P,HT,7411,PL HYD
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,-2048520.146,-1927472.635,-2456966.997,0,-1037126.799,-1037126.799,0,-1111102.218,0,0,-760380.342,0,108695.083,-466651.974,17447.319,-311230.346,150815.669,-59385.595,-268939.359,-207877.596,0,0,0,P,HT,7431,PL CM CCN
LC,308000000,Var. to raw material total,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,-3504911.277,-912946.881,-878641.491,0,-399966.062,-399966.062,0,-2730422.61,0,0,-717488.818,0,-84830.58,60758.325,-109456.576,-74072.713,-77516.387,38831.616,-36288.505,-117391.242,0,0,0,P,HT,7432,PL CM CVS
