currency,financial_statement_item,fs_item_description,consunit,cu_name,plant,plant_name,outlet,outlet_name,py,lfc,fc,plan,ytd_pm,ytd,ytd_plan,ytd_py,period,period_plan,period_py,ytd_0,ytd_1,ytd_2,ytd_3,ytd_4,ytd_5,ytd_6,ytd_7,ytd_8,ytd_9,ytd_10,ytd_11,ytd_12,division,bu,new_outlet,new_outlet_name
LC,126611000,Other assets (lt),698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,9.556,294.7,294.7,0,300.01,300.01,0,-286.69,0,0,0.0,294.7,294.7,300.01,300.01,300.01,300.01,300.01,300.01,300.01,300.01,300.01,300.01,300.01,E,CT,7821,PL DTC
LC,126611000,Other assets (lt),698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,95.336,0.0,0.0,121.438,-101.99,-101.99,121.438,94.246,0,0,0.0,-107.3,-107.3,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,E,CT,7841,PL CEC
LC,126611000,Other assets (lt),698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,0,0.0,0.0,0,-101.99,-101.99,0,0,0,0,0,-107.3,-107.3,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,-101.99,E,CT,7851,PL MTC
LC,130000000,Current assets,698,VT Korea,9,none,732,PL DAC,24782840.684,0,0,0.0,0,0,0.0,35567862.79,0,0,1065036.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,9,none,781,PL ENC,13793833.083,0,0,0.0,0,0,0.0,15800596.159,0,0,-6627087.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,9,none,7000,Holding,-1.759,0,0,0,0,0,0,-1.759,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,9,none,7110,CGF,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,7110,CGF
LC,130000000,Current assets,698,VT Korea,9,none,7111,COT,-4015476.208,-5474136.387,-5474136.387,-4729817.673,-4584650.497,-4584650.497,-3941514.727,-4016857.863,0,-394151.473,-429059.327,0,0,-1605904.397,-2013939.049,-2473467.003,-2863448.667,-3289353.199,-3694306.221,-4141378.273,-4584650.497,-4584650.497,-4584650.497,-4584650.497,VT,VT,7111,COT
LC,130000000,Current assets,698,VT Korea,9,none,7112,Spin-Off,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,VT,VT,7112,Spin-Off 
LC,130000000,Current assets,698,VT Korea,9,none,7210,DIV P C,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,Div,7210,DIV P C
LC,130000000,Current assets,698,VT Korea,9,none,7220,DIV E C,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0,0.0,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7220,DIV E C
LC,130000000,Current assets,698,VT Korea,9,none,7221,DIV E Eng.,-30481.067,0.0,0.0,0.0,0.0,0.0,0.0,-10389.345,0,0,262.146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7221,DIV E Eng.
LC,130000000,Current assets,698,VT Korea,9,none,7311,PL EAC,0.001,6972.551,6972.551,0.0,6972.551,6972.551,0.0,0.001,0,0.0,0.0,0.001,0.0,0.0,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,P,AC,7311,PL EAC
LC,130000000,Current assets,698,VT Korea,9,none,7321,PL DAC,-781006.195,0.0,0.0,0.0,0.0,0.0,0.0,-137888.599,0,0.0,317376.614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,AC,7321,PL DAC
LC,130000000,Current assets,698,VT Korea,9,none,7411,PL HYD,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7411,PL HYD
LC,130000000,Current assets,698,VT Korea,9,none,7431,PL CM CCN,1071548.354,0.0,0.0,0.0,0.0,0.0,0.0,690.645,0,0,0.0,1071548.354,1070857.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7431,PL CM CCN
LC,130000000,Current assets,698,VT Korea,9,none,7432,PL CM CVS,237488.664,0.0,0.0,0.0,0.0,0.0,0.0,-479.716,0.0,0,0.0,237488.664,237968.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7432,PL CM CVS
LC,130000000,Current assets,698,VT Korea,9,none,7436,PL CM PSS,-597.614,0.0,0.0,0.0,0.0,0.0,0.0,-597.614,0,0,0.0,-597.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,HT,7436,PL CM PSS
LC,130000000,Current assets,698,VT Korea,9,none,7511,PL EES,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,SC,7511,PL EES
LC,130000000,Current assets,698,VT Korea,9,none,7521,PL MES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,SC,7521,PL MES
LC,130000000,Current assets,698,VT Korea,9,none,7611,PL AMT DIV P,0.0,-6972.551,-6972.551,0,-6972.551,-6972.551,0,0.0,0,0,0.0,0,0.0,0.0,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,-6972.551,0,0,0,0
LC,130000000,Current assets,698,VT Korea,9,none,7721,PL HVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,DS,7721,PL HVD
LC,130000000,Current assets,698,VT Korea,9,none,7811,PL ENC,-10738729.157,0.0,0.0,0.0,0.0,0.0,0.0,-11905579.056,0,0.0,4926175.28,265.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7811,PL ENC
LC,130000000,Current assets,698,VT Korea,9,none,7821,PL DTC,-24001550.107,0.0,0.0,0.0,0.0,0.0,0.0,-35429824.253,0,0.0,-1382479.822,121.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7821,PL DTC
LC,130000000,Current assets,698,VT Korea,9,none,7831,PL VBC,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7831,PL VBC
LC,130000000,Current assets,698,VT Korea,9,none,7841,PL CEC,-213798.239,0.0,0.0,0.0,0.0,0.0,0.0,-73061.564,0,0.0,1380.431,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7841,PL CEC
LC,130000000,Current assets,698,VT Korea,9,none,7851,PL MTC,-2810722.715,0.0,0.0,0.0,0.0,0.0,0.0,-3811329.736,0.0,0.0,1699336.221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,CT,7851,PL MTC
LC,130000000,Current assets,698,VT Korea,9,none,9999,Non-Operational,173458664.063,264763025.692,264763025.692,222774015.933,228358341.179,228358341.179,169754431.015,172550298.862,0.0,-79707.769,2249741.309,217436268.845,217436268.845,199446652.081,201278187.452,199027445.759,199979618.748,210198265.766,212282674.464,222210583.57,228358341.179,228358341.179,228358341.179,228358341.179,VT,VT,9999,Non-Operational
LC,130000000,Current assets,698,VT Korea,219,Sejong,7521,PL MES,9849463.505,3242997.769,2101870.253,1825831.46,3750624.414,3801414.074,1836429.918,10219473.024,50789.66,-8570.008,-748416.553,8370436.569,8370436.569,6018565.585,5689012.403,5427371.673,5332887.41,5109383.298,4812673.143,4291796.819,3750624.414,3801414.074,3801414.074,3801414.074,P,SC,7521,PL MES
LC,130000000,Current assets,698,VT Korea,219,Sejong,9999,Non-Operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,9999,Non-Operational
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,732,PL DAC,-22059477.163,0,0,0.0,0,0,0.0,-35087046.151,0,0,-2171727.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,781,PL ENC,-10930975.093,0,0,0.0,0,0,0.0,-14822267.839,0,0,6608603.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7112,Spin-Off,0,-91608.805,-91608.805,0,-81983.649,-81983.649,0,0,0,0,0,0,0,0,0,0,0,0,0,8198.365,-81983.649,-81983.649,-81983.649,-81983.649,VT,VT,7112,Spin-Off 
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7311,PL EAC,1287835.902,-2142200.648,-2142000.252,-1050311.852,-1064495.614,-973861.025,-761586.547,2099055.352,90634.589,-82251.448,-34262.124,1133191.065,1133191.066,460855.946,11876.917,-140285.388,-624920.127,-887364.033,-997142.604,-1191369.944,-1064495.614,-973861.025,-973861.025,-973861.025,P,AC,7311,PL EAC
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7411,PL HYD,3551658.119,-1063687.029,2172368.85,2251.757,-134582.994,-134582.994,124311.903,687780.8,0.0,-2363.276,-478118.794,546749.03,546749.027,-255906.855,-204511.049,-409112.325,-1043553.252,-1093966.045,-1032884.28,-626237.86,-134582.994,-134582.994,-134582.994,-134582.994,P,HT,7411,PL HYD
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,56465362.343,47910147.251,55992900.118,50073431.214,63837026.503,63837026.503,50945699.524,55653809.562,0.0,-89692.855,1269110.407,52024025.772,52024716.417,56672103.156,59086398.98,60244398.315,57789224.246,59018698.079,58760365.871,58910121.985,63837026.503,63837026.503,63837026.503,63837026.503,P,HT,7431,PL CM CCN
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,19244569.848,19886887.774,19059017.563,15416497.549,22926246.613,22926246.613,15746003.907,17129477.102,0.0,-98560.337,1397449.254,19279624.141,19279144.425,19287080.391,20360450.937,22004188.206,22162265.65,22491707.497,22803406.0,22188638.367,22926246.613,22926246.613,22926246.613,22926246.613,P,HT,7432,PL CM CVS
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,27127008.617,8530108.273,14869057.368,-775004.175,27638019.434,27638019.434,3097569.08,24628993.561,0.0,-1885856.144,3771541.236,22722713.619,22722116.005,30291124.324,32192141.817,35197094.099,32093311.843,32401089.978,30885764.852,26131708.552,27638019.434,27638019.434,27638019.434,27638019.434,P,HT,7436,PL CM PSS
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7521,PL MES,850002.51,2079022.021,1659217.565,-745565.34,3107073.717,3341715.684,-406135.888,-871447.607,234641.967,-90461.456,31850.997,1381828.012,1381828.012,2211665.793,2239489.195,2593017.057,1711689.883,1915409.856,1776881.376,1533777.218,3107073.717,3341715.684,3341715.684,3341715.684,P,SC,7521,PL MES
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,6972.551,6972.551,6972.551,0.0,6972.551,6972.551,0.0,0.0,0,0,0.0,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,6972.551,0,0,0,0
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7721,PL HVD,-24716157.716,-38456768.908,-30872359.504,-55715054.129,-30088410.532,-30088401.127,-25591465.707,-10570345.321,9.405,-1470387.119,-1850085.467,-12044768.42,-12044768.42,-22091763.137,-23233202.271,-24504896.19,-25375542.625,-26366971.55,-27229441.449,-28896899.747,-30088410.532,-30088401.127,-30088401.127,-30088401.127,E,DS,7721,PL HVD
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7811,PL ENC,51081620.792,57487967.533,55669343.286,-9780820.772,49173998.054,49854112.611,-8651503.176,44409277.741,680114.557,-1022342.583,-230130.559,20274815.923,20275081.23,25575091.604,23334864.7,24284037.034,28200072.906,36991924.761,39613998.647,37798342.023,49173998.054,49854112.611,49854112.611,49854112.611,E,CT,7811,PL ENC
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7821,PL DTC,26730799.985,9044955.82,8856786.925,-22276032.521,10750515.784,8216367.428,-19345562.714,30800476.899,-2534148.356,119466.583,4576192.348,-9614310.883,-9614189.794,-5672639.31,-3824978.655,-3120607.983,-1478923.622,2363498.131,3919575.945,4684135.868,10750515.784,8216367.428,8216367.428,8216367.428,E,CT,7821,PL DTC
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,-5191880.209,-1641119.138,-167276.588,-2729195.604,-2729195.604,-112879.158,0,0,-14890.155,0,-88438.627,-88438.627,-124171.643,-133902.794,-151745.901,-654581.757,-1149333.27,-1592758.744,-2137875.667,-2729195.604,-2729195.604,-2729195.604,-2729195.604,E,CT,7831,PL VBC
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,7851,PL MTC,-11454464.463,-31054671.055,-35484050.553,-33970663.095,-11287574.585,-11287574.585,-29869915.941,-10203500.845,0.0,-1272298.473,-1322780.888,-14754641.368,-14754641.368,-16258830.924,-15585004.345,-13453750.674,-16335495.68,-19656035.382,-13499859.094,-17632146.57,-11287574.585,-11287574.585,-11287574.585,-11287574.585,E,CT,7851,PL MTC
LC,130000000,Current assets,698,VT Korea,242,ICH Icheon,9999,Non-Operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,9999,Non-Operational
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,-2723363.521,0,0,0.0,0,0,0.0,-480816.639,0,0,1106690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,-2862857.99,0,0,0.0,0,0,0.0,-978328.32,0,0,18484.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7110,CGF,-516240.15,-2730791.038,-2868560.325,-3539072.827,-753214.847,-753214.847,-3519851.952,-66885.434,0,-9905.608,121790.593,-392373.151,-392372.719,-646350.198,-631387.507,-960326.887,-1000537.056,-955221.492,-850903.513,-701640.397,-753214.847,-753214.847,-753214.847,-753214.847,VT,VT,7110,CGF
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,-381925.676,-383103.15,-81717.141,12910.483,12910.483,-4304.915,0,0,-9549.434,0,-210340.481,-210340.481,137355.715,138302.508,-84467.954,-113484.434,-89062.063,-175832.576,-78823.183,12910.483,12910.483,12910.483,12910.483,P,Div,7210,DIV P C
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,11983670.229,-2414535.4,-2417407.667,-7330495.749,-1290562.885,-1290562.885,-7157243.481,7124654.637,0,-15722.406,251403.45,-346044.931,-346044.512,-1442909.776,-1447945.737,-1768689.701,-1654078.691,-1508593.681,-1609101.13,-1488947.345,-1290562.885,-1290562.885,-1290562.885,-1290562.885,E,Div,7220,DIV E C
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,-6879655.739,-7674273.262,-2699981.937,1628893.294,-11844906.885,-11844906.885,1055955.963,-9028786.446,0,705362.542,500451.395,-5770785.108,-5770785.108,-6123556.362,-6881794.817,-7614820.896,-8663081.708,-9511613.22,-10543310.141,-11279788.51,-11844906.885,-11844906.885,-11844906.885,-11844906.885,E,Div,7221,DIV E Eng.
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,712069.982,501855.49,-1743058.486,1849959.205,333028.204,333028.204,2032976.957,723070.855,0,-178549.048,-238422.439,-270096.307,-270096.307,-329495.427,-330432.193,-217274.015,-288693.942,-289917.94,-351601.791,422490.288,333028.204,333028.204,333028.204,333028.204,P,AC,7321,PL DAC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,-44990.871,-847284.884,-1412.836,-143683.227,-143683.227,42273.713,0,0,-1964.768,0,-143413.972,-143413.972,-137340.941,-149127.755,-193938.461,-212054.736,-200950.622,-195174.619,-165171.782,-143683.227,-143683.227,-143683.227,-143683.227,P,SC,7511,PL EES
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7521,PL MES,0,-83389.105,-789743.46,-11833.107,24833.845,24833.845,29387.262,0,0,-2059.628,0,-143413.972,-143413.972,-75749.815,-66341.566,-101937.985,-114686.784,-110047.946,-122820.246,-90182.278,24833.845,24833.845,24833.845,24833.845,P,SC,7521,PL MES
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7721,PL HVD,0,1314141.826,-5688891.461,208861.421,-5937400.998,-5937400.998,-169703.258,0,0,-353741.245,0,-88438.627,-88438.627,309577.112,1679306.382,2048461.505,878774.413,912958.316,-5795473.17,-6787110.717,-5937400.998,-5937400.998,-5937400.998,-5937400.998,E,DS,7721,PL HVD
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7811,PL ENC,981320.98,-1403579.475,4797646.656,2224022.317,3943714.285,3943714.285,-3019630.019,675834.778,0,1061515.246,62907.857,357097.729,357097.729,1891637.944,3609775.409,5667890.96,4664827.339,5157859.734,4965470.01,4912683.242,3943714.285,3943714.285,3943714.285,3943714.285,E,CT,7811,PL ENC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7821,PL DTC,1770764.443,-1693044.361,-2907436.108,7925835.82,-1754627.364,-1754627.364,7169526.168,1798121.245,0,95133.388,-592905.177,-111233.575,-111233.575,-1345903.144,-1469873.171,-1205639.911,-1257909.277,-1389679.753,-1477414.843,-1635131.772,-1754627.364,-1754627.364,-1754627.364,-1754627.364,E,CT,7821,PL DTC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7831,PL VBC,0,346439.837,-2758007.093,56700.282,-921318.656,-921318.656,-1291829.51,0,0,473503.086,0,0,0,-246194.435,-354064.151,-733110.449,-760669.155,-783784.172,-870433.176,-922592.162,-921318.656,-921318.656,-921318.656,-921318.656,E,CT,7831,PL VBC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7841,PL CEC,80116.593,2862227.658,260493.236,-407422.493,1440128.598,1440128.598,-321053.673,55176.219,0,-30875.849,5135.894,-88438.627,-88438.627,-148721.039,-180014.884,-220424.568,114696.027,449829.541,746567.112,1115929.236,1440128.598,1440128.598,1440128.598,1440128.598,E,CT,7841,PL CEC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,7851,PL MTC,2368515.562,5491673.998,1806522.119,406132.653,5052282.216,5052282.216,-1421633.027,-3123946.898,0,85967.899,2177810.777,1924760.906,1924760.906,2558557.818,3352320.408,3731153.762,2085352.754,1785297.284,5389535.48,5397149.576,5052282.216,5052282.216,5052282.216,5052282.216,E,CT,7851,PL MTC
LC,130000000,Current assets,698,VT Korea,483,ICH Icheon NPF,9999,Non-Operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,9999,Non-Operational
LC,131100000,Inventories,698,VT Korea,219,Sejong,7521,PL MES,53788.805,0.0,0.0,0.0,2999.145,53788.805,0.0,64870.293,50789.66,0,-1176.807,53788.805,53788.805,2896.708,2999.145,2999.145,2999.145,2999.145,2999.145,2999.145,2999.145,53788.805,53788.805,53788.805,P,SC,7521,PL MES
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7311,PL EAC,1013410.881,462042.0,462042.0,228239.598,922770.626,1013405.215,210726.639,998051.323,90634.589,-14485.593,-72023.888,1013405.215,1013405.215,1076971.319,978302.961,898738.648,863675.903,832038.656,825826.41,926365.923,922770.626,1013405.215,1013405.215,1013405.215,P,AC,7311,PL EAC
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7411,PL HYD,4273636.12,3963371.375,3412943.045,2973852.186,2366036.391,4273635.1,2918804.201,4166944.811,1907598.709,58808.36,-24544.601,4273635.1,4273635.1,4308949.202,3732995.565,4119871.875,4442425.213,4492756.157,3742941.833,2406072.51,2366036.391,4273635.1,4273635.1,4273635.1,P,HT,7411,PL HYD
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7431,PL CM CCN,5150033.238,7180209.754,7055420.525,3982794.343,6661739.311,5150037.015,4156412.14,5766032.254,-1511702.296,-47122.191,479387.877,5150037.015,5150037.015,5761371.903,5583907.134,6483908.049,6087796.562,6785861.89,6472578.222,6278838.677,6661739.311,5150037.015,5150037.015,5150037.015,P,HT,7431,PL CM CCN
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7432,PL CM CVS,2150854.225,2880414.186,2798318.974,1675026.059,2001479.551,2150853.583,1709703.702,1758392.501,149374.032,-7825.542,103891.382,2150853.583,2150853.583,1528990.678,1661134.38,2520989.327,2320206.707,2477634.914,2250348.085,2288096.183,2001479.551,2150853.583,2150853.583,2150853.583,P,HT,7432,PL CM CVS
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7436,PL CM PSS,9819934.171,9304108.965,7324110.503,2711261.962,7396238.342,9819912.755,3537452.711,10726008.72,2423674.413,-339834.384,-563981.922,9819912.755,9819912.755,11864034.113,11823292.445,12459728.892,10133219.692,10363107.873,8363626.896,7984305.876,7396238.342,9819912.755,9819912.755,9819912.755,P,HT,7436,PL CM PSS
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7521,PL MES,1096709.209,3415962.44,3538824.44,650056.827,862066.297,1096708.264,650057.794,517743.572,234641.967,19410.906,87349.02,1096708.264,1096708.264,852296.293,717972.46,734163.905,665451.114,772492.525,699153.8,667166.957,862066.297,1096708.264,1096708.264,1096708.264,P,SC,7521,PL MES
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7611,PL AMT DIV P,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7721,PL HVD,0,0.0,0.0,0,0.0,9.405,0,0,9.405,0,0,9.405,9.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.405,9.405,9.405,E,DS,7721,PL HVD
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7811,PL ENC,10304518.144,9548731.527,9318398.337,7651456.258,13191281.226,13871395.783,6966965.774,9298982.545,680114.557,305017.23,379965.396,13871395.783,13871395.783,12564021.38,12076606.734,13117990.54,12522035.786,14438109.801,12958948.542,13733941.167,13191281.226,13871395.783,13871395.783,13871395.783,E,CT,7811,PL ENC
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7821,PL DTC,4784882.437,4692162.223,4573108.796,3833244.442,7319025.09,4784876.734,3829081.748,4376853.221,-2534148.356,122484.893,111900.1,4784876.734,4784876.734,6939701.934,6138207.227,6036753.853,5695998.784,5741379.426,6020873.422,6732566.271,7319025.09,4784876.734,4784876.734,4784876.734,E,CT,7821,PL DTC
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7831,PL VBC,0,0.0,0.0,0,45.782,45.782,0,0,0,0,0,1.398,1.398,0.0,0.0,0.0,0.0,32.16,32.16,32.16,45.782,45.782,45.782,45.782,E,CT,7831,PL VBC
LC,131100000,Inventories,698,VT Korea,242,ICH Icheon,7851,PL MTC,3585301.871,5665073.385,5443375.926,4821906.609,4850907.53,18450.407,5317218.689,3220809.351,-4832457.123,1510474.279,132087.525,18450.407,18450.407,4523404.145,4809340.653,5845083.795,5148367.104,5043026.257,5250494.189,4995739.139,4850907.53,18450.407,18450.407,18450.407,E,CT,7851,PL MTC
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,732,PL DAC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,781,PL ENC,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7110,CGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.141,0,0,0.0,-1.061,-1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,7110,CGF
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7210,DIV P C,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,3.324,3.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,Div,7210,DIV P C
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7220,DIV E C,1987000.0,0.0,0.0,0.0,0.0,0.0,0.0,3448008.725,0,0,682000.0,1986999.358,1986999.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7220,DIV E C
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7221,DIV E Eng.,1990.05,0.0,0.0,0.0,0.0,0.0,0.0,4087.349,0,0,345.27,-12.199,-12.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,Div,7221,DIV E Eng.
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7321,PL DAC,552625.06,20500.0,20500.0,339000.0,210000.0,210000.0,339000.0,474622.351,0,0,81158.74,4.268,4.268,858000.0,922000.0,170000.0,158000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,P,AC,7321,PL DAC
LC,131100000,Inventories,698,VT Korea,483,ICH Icheon NPF,7511,PL EES,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2.266,2.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,SC,7511,PL EES
